annotation_lbl,category,sentence
gas_news_2005_608686.txt-4-27_gases_mag_1992_395995.txt-193-16,Closely Related,American Electric Power said it will pay $81 million to settle a lawsuit and investigations by federal regulators who accused the utility's traders of manipulating natural gas prices. || Neither gas respects landfill boundaries: tests done in California have shown that illegal levels of gases accumulate not only over landfills but over nearby residential areas as well.
gas_nf_1844_755204.txt-629-14_gas_mag_1840_554766.txt-186-1,Closely Related,"There can be little doubt that the infusion of a large dose of this gas into the atmosphere at the present day would be attended by precisely the same circumstances as in the time of the carboniferous formation. || explosive gas, so much talked of, has, by the way, never yet been detected by the researches of science."
gas_nf_1844_755204.txt-629-14_gas_mag_1846_555416.txt-42-18,Unrelated,"There can be little doubt that the infusion of a large dose of this gas into the atmosphere at the present day would be attended by precisely the same circumstances as in the time of the carboniferous formation. || A pint of oil when burned produces a pint and a quarter of water; a pound of gas, more than two and a half pounds of water."
gas_nf_1845_747928.txt-906-7_gas_nf_1844_755204.txt-629-14,Closely Related,"The odour of the coal tar of gas works is exceedingly offensive to some insects injurious to fruits, and it has been found to drive away the wire worm, and other || There can be little doubt that the infusion of a large dose of this gas into the atmosphere at the present day would be attended by precisely the same circumstances as in the time of the carboniferous formation."
gas_nf_1845_747928.txt-906-7_gases_nf_1843_752682.txt-209-1,Identical,"The odour of the coal tar of gas works is exceedingly offensive to some insects injurious to fruits, and it has been found to drive away the wire worm, and other || Some gases are absorbed and condensed within the pores of the charcoal, into a space several hundred times smaller than they before occupied; and there is now no doubt they there become fluid, or assume a solid state."
gas_nf_1848_747893.txt-3400-18_gas_mag_1835_554331.txt-58-8,Closely Related,"I have never noticed any effect produced upon the foliage of tree or herb from the odor or gas arising therefrom. || Clear as crystal) sparkling with carbonic acid gas, and effervescing quite as much as champagne, it was nevertheless miserably cold; and the first morning, what with the gas, and what with the low temperature of this cold iron water, it was about as much I could do to swallow it; and, for a few seconds, feeling as if it had sluiced my stomach completely by surprise, I stood hardly knowing what was about to happen; when, instead of my teeth chattering as I expected, I felt the water suddenly grow warm within my waistcoat, and a slight intoxication, or rather exhilaration, succeeded"
gas_nf_1853_747976.txt-2095-28_gas_nf_1845_747928.txt-906-7,Identical,"They are drawn to a small scale, embracing the whole area of the site, and on them are marked the existing boundary walls, sewers, gas and water mains, and all the new walls, drains, and water-pipes, and their proposed connection with the existing ones, so that the builder may see at a glance the extent of his operations. ' || The odour of the coal tar of gas works is exceedingly offensive to some insects injurious to fruits, and it has been found to drive away the wire worm, and other"
gas_nf_1853_748464.txt-606-21_gases_nf_1848_747893.txt-3135-42,Identical,"On the application of the heat from a spirit lamp to the bottom of the flask, a current of chlorine gas will be disengaged, and pass into the bromine, when it readily combines, and gives off a vapor, which, when condensed in the third vessel, forms a volatile yellowish-red liquid. || But it is not alone by their direct action, that they affect plants injuriously; the putrid gases which they give out, are destructive to the young stems and foliage of plants, in proportion to their strength; such gases are, up to a certain point, absolute poisons, although, below that point, they are nutritious."
gas_nf_2007_747179.txt-166-2_gas_nf_1844_755204.txt-629-14,Distantly Related,"The international gas market is already beginning to recognize this, and, over the long term, it could be enormously dangerous for Russia. || There can be little doubt that the infusion of a large dose of this gas into the atmosphere at the present day would be attended by precisely the same circumstances as in the time of the carboniferous formation."
gases_mag_1992_395995.txt-193-16_gas_fic_1836_7053.txt-407-9,Closely Related,"Neither gas respects landfill boundaries: tests done in California have shown that illegal levels of gases accumulate not only over landfills but over nearby residential areas as well. || a man to the skies, as surely as gas does a balloon, unless he is well provided with ballast."
gases_mag_1992_395995.txt-193-16_gas_mag_1840_554766.txt-186-1,Identical,"Neither gas respects landfill boundaries: tests done in California have shown that illegal levels of gases accumulate not only over landfills but over nearby residential areas as well. || explosive gas, so much talked of, has, by the way, never yet been detected by the researches of science."
gases_nf_1843_752682.txt-209-1_gas_mag_1840_554766.txt-186-1,Identical,"Some gases are absorbed and condensed within the pores of the charcoal, into a space several hundred times smaller than they before occupied; and there is now no doubt they there become fluid, or assume a solid state. || explosive gas, so much talked of, has, by the way, never yet been detected by the researches of science."
gases_nf_1843_752682.txt-209-1_gas_mag_1846_555416.txt-42-18,Unrelated,"Some gases are absorbed and condensed within the pores of the charcoal, into a space several hundred times smaller than they before occupied; and there is now no doubt they there become fluid, or assume a solid state. || A pint of oil when burned produces a pint and a quarter of water; a pound of gas, more than two and a half pounds of water."
gases_nf_1848_747893.txt-3135-42_gas_nf_1848_747893.txt-3400-18,Identical,"But it is not alone by their direct action, that they affect plants injuriously; the putrid gases which they give out, are destructive to the young stems and foliage of plants, in proportion to their strength; such gases are, up to a certain point, absolute poisons, although, below that point, they are nutritious. || I have never noticed any effect produced upon the foliage of tree or herb from the odor or gas arising therefrom."
graft_fic_1974_13208.txt-891-12_graft_nf_1980_774261.txt-641-30,Unrelated,"PAUL We try to live with lies and corruption and fraud and graft and violence and exploitation and. || Lung transplants done in 32 patients during the last ten years have been quite disappointing, with only 3 patients living for more than thirty days | with a functioning graft."
graft_mag_1969_214820.txt-18-23_graft_nf_1858_747890.txt-628-32,Closely Related,"When any vertebrate animal is "" invaded "" by foreign proteins-whether bacteria, viruses, or tissues from another animal as in a graft or transplant-the invaders soon meet one of the host's body cells that is armed with the appropriate antibody. || The graft should be in a less advanced condition than the stock, as during the process of adhesion, evaporation from the bark goes on rapidly when the sap in the graft is active, and death ensues, because the supply can not be maintained."
graft_mag_1976_291145.txt-21-13_graft_nf_1850_747863.txt-1220-7,Distantly Related,"Among its first official acts was the appointment of a committee to probe graft. || The first year's growth from the graft or bud, is headed down to within about six good buds of its base; these buds, as a consequence, grow vigorously."
